FID,INDICATIVO,NOMBRE,PROVINCIA,ALTITUD,COORD_X,COORD_Y,VAR_OBSVER,DATUM,TIPO
174,4589X,"ALOSNO, THARSIS-MINAS",HUELVA,276.000000000000000,136276.000000000000000,4169178.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
175,4608X,"EL CAMPILLO, EL ZUMAJO",HUELVA,415.000000000000000,179849.000000000000000,4176209.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
176,4622X,VILLARRASA 'PLANTA DE RECICLAJE',HUELVA,145.000000000000000,178287.000000000000000,4151102.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
177,4642E,"HUELVA, RONDA ESTE",HUELVA,19.000000000000000,153156.000000000000000,4132930.000000000000000,dRhrSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
178,5038X,CAZORLA I,JAEN,813.000000000000000,499658.000000000000000,4196477.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
179,5038Y,CAZORLA II,JAEN,799.000000000000000,499658.000000000000000,4196477.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
180,5047E,"BAZA, CRUZ ROJA",GRANADA,785.000000000000000,523422.000000000000000,4151022.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
181,5051X,HUÉSCAR,GRANADA,1092.000000000000000,530543.000000000000000,4190462.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
182,5060X,VÉLEZ BLANCO TOPARES,ALMERIA,1190.000000000000000,567903.000000000000000,4190655.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
183,5161A,ALBÁNCHEZ DE MÁGINA,JAEN,811.000000000000000,458938.000000000000000,4182988.000000000000000, ,ETRS89,AUTOMATICAS
184,5164B,BAEZA,JAEN,771.000000000000000,459441.000000000000000,4205546.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
185,5165X,TORRES,JAEN,910.000000000000000,450369.000000000000000,4181648.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
186,5181D,ARROYO DEL OJANCO,JAEN,580.000000000000000,509641.000000000000000,4240741.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
187,5210X,VILLANUEVA DEL ARZOBISPO,JAEN,680.000000000000000,500170.000000000000000,4225232.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
188,5246,SANTA ELENA,JAEN,770.000000000000000,453225.000000000000000,4244169.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
189,C635B,SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS,LAS PALMAS,960.000000000000000,-742853.000000000000000,3152885.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
190,C639M,SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO,LAS PALMAS,45.000000000000000,-744885.000000000000000,3134714.000000000000000,UiDdRhHVmtTMpP,REGCAN95,AUTOMATICAS
191,C639U,SAN BARTOLOME TIRAJANA (EL MATORRAL),LAS PALMAS,41.000000000000000,-732049.000000000000000,3139564.000000000000000,hSEIHVmtTMpP,REGCAN95,AUTOMATICAS
192,C648C,AGÜIMES-EL MILANO,LAS PALMAS,306.000000000000000,-731062.000000000000000,3149673.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
193,C648N,TELDE-CENTRO FORESTAL DORAMAS,LAS PALMAS,344.000000000000000,-730462.000000000000000,3159255.000000000000000,heHVmtTMpP,REGCAN95,AUTOMATICAS
194,C649I,GRAN CANARIA/AEROPUERTO,LAS PALMAS,24.000000000000000,-724404.000000000000000,3151256.000000000000000,RhSeNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
195,C649R,TELDE-MELENARA,LAS PALMAS,9.000000000000000,-722498.000000000000000,3158369.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
196,C656V,TEROR-OSORIO,LAS PALMAS,683.000000000000000,-738345.000000000000000,3170037.000000000000000,hSeHVmtTMpP,REGCAN95,AUTOMATICAS
197,C658X,LAS PALMAS G.C.-TAFIRA/ZURBARÁN,LAS PALMAS,269.000000000000000,-728964.000000000000000,3169374.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
198,C659H,"LAS PALMAS G.C.,SAN CRISTÓBAL",LAS PALMAS,55.000000000000000,-725123.000000000000000,3170299.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
199,C659M,LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA,LAS PALMAS,15.000000000000000,-725377.000000000000000,3172972.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
200,C665T,VALLESECO,LAS PALMAS,900.000000000000000,-740306.000000000000000,3169203.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
201,C669B,ARUCAS-BAÑADEROS,LAS PALMAS,86.000000000000000,-733556.000000000000000,3177071.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
202,C689E,MASPALOMAS,LAS PALMAS,6.000000000000000,-747171.000000000000000,3132430.000000000000000,hIHVmtTMpP,REGCAN95,AUTOMATICAS
203,C839I,TEGUISE (LA GRACIOSA),LAS PALMAS,10.000000000000000,-523608.000000000000000,3279840.000000000000000,hIHBVmtTMpP,REGCAN95,AUTOMATICAS
204,C839X,TEGUISE LA GRACIOSA-HELIPUERTO,LAS PALMAS,19.000000000000000,-524450.000000000000000,3279635.000000000000000,hIHBVmtTMpP,REGCAN95,AUTOMATICAS
205,C916Q,PINAR-DEPÓSITO,SANTA CRUZ D,948.000000000000000,-986094.000000000000000,3157776.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
206,C917E,DEHESA-REFUGIO,SANTA CRUZ D,715.000000000000000,-999769.000000000000000,3160218.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
207,C925F,SAN ANDRÉS-DEPÓSITO CABILDO,SANTA CRUZ D,1070.000000000000000,-983582.000000000000000,3163165.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
208,C929I,HIERRO/AEROPUERTO,SANTA CRUZ D,32.000000000000000,-975736.000000000000000,3167955.000000000000000,heNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
209,C939T,SABINOSA-BALNEARIO,SANTA CRUZ D,20.000000000000000,-998490.000000000000000,3163628.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
210,2401X,PALENCIA 'GRANJA VIÑALTA',PALENCIA,736.000000000000000,370776.000000000000000,4652003.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
211,2507Y,RUEDA,VALLADOLID,715.000000000000000,335778.000000000000000,4587741.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
212,2624C,RIAÑO-ERMITA QUINTANILLA,LEON,1090.000000000000000,336259.000000000000000,4758144.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
213,2775X,VILLARDECIERVOS,ZAMORA,850.000000000000000,228116.000000000000000,4648475.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
214,2883R,LEDESMA-ESTACAS,SALAMANCA,775.000000000000000,240037.000000000000000,4565658.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
215,2969U,MESÓN EROSA,OURENSE,910.000000000000000,153684.000000000000000,4661274.000000000000000,heIHBVmtTMpP,ETRS89,AUTOMATICAS
216,3110C,BUITRAGO,MADRID,1026.000000000000000,448400.000000000000000,4539709.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
217,3194U,"MADRID, C. UNIVERSITARIA",MADRID,664.000000000000000,438594.000000000000000,4478142.000000000000000,oUiDdRheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
218,3305Y,NAVAHERMOSA,TOLEDO,750.000000000000000,373249.000000000000000,4387796.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
219,3423I,MADRIGAL DE LA VERA,CACERES,464.000000000000000,297859.000000000000000,4447539.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
220,3512X,MONTEHERMOSO,CACERES,351.000000000000000,215302.000000000000000,4442076.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
221,3576X,VALENCIA DE ALCÁNTARA,CACERES,445.000000000000000,134276.000000000000000,4371575.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
222,4067,MADRIDEJOS,TOLEDO,690.000000000000000,454569.000000000000000,4371504.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
223,4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900.000000000000000,499614.000000000000000,4287647.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
224,4339X,"CAÑAMERO, EL PINAR",CACERES,590.000000000000000,295772.000000000000000,4354318.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
225,4468X,PUEBLA DE OBANDO,BADAJOZ,392.000000000000000,188933.000000000000000,4342564.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
226,4527X,"AROCHE , MASERA",HUELVA,267.000000000000000,150770.000000000000000,4211093.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
227,5000C,CEUTA,CEUTA,87.000000000000000,288160.000000000000000,3974139.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
228,5192,VILLARRODRIGO,JAEN,862.000000000000000,531614.000000000000000,4260154.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
229,5279X,"LINARES, VOR",JAEN,515.000000000000000,444850.000000000000000,4222769.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
230,5406X,ALCALÁ LA REAL CHARILLA,JAEN,908.000000000000000,419733.000000000000000,4150451.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
